num_pushers,language,language_type,iso2_code,year,quarter
2066,HTML,markup,AE,2020,1
1627,CSS,markup,AE,2020,1
288,Jupyter Notebook,markup,AE,2020,1
108,Vue,markup,AE,2020,1
1734,JavaScript,programming,AE,2020,1
816,Python,programming,AE,2020,1
712,Shell,programming,AE,2020,1
685,Java,programming,AE,2020,1
377,Ruby,programming,AE,2020,1
373,Dockerfile,programming,AE,2020,1
354,PHP,programming,AE,2020,1
308,TypeScript,programming,AE,2020,1
295,C#,programming,AE,2020,1
242,Makefile,programming,AE,2020,1
238,C++,programming,AE,2020,1
195,Objective-C,programming,AE,2020,1
192,C,programming,AE,2020,1
178,Swift,programming,AE,2020,1
157,Kotlin,programming,AE,2020,1
139,Batchfile,programming,AE,2020,1
129,TSQL,programming,AE,2020,1
122,PowerShell,programming,AE,2020,1
118,Go,programming,AE,2020,1
101,HTML,markup,AF,2020,1
983,HTML,markup,AL,2020,1
855,CSS,markup,AL,2020,1
847,JavaScript,programming,AL,2020,1
339,Java,programming,AL,2020,1
238,PHP,programming,AL,2020,1
194,Python,programming,AL,2020,1
167,TypeScript,programming,AL,2020,1
153,Shell,programming,AL,2020,1
140,C#,programming,AL,2020,1
1867,HTML,markup,AM,2020,1
1454,CSS,markup,AM,2020,1
175,Vue,markup,AM,2020,1
107,Jupyter Notebook,markup,AM,2020,1
1624,JavaScript,programming,AM,2020,1
508,Java,programming,AM,2020,1
468,Python,programming,AM,2020,1
376,PHP,programming,AM,2020,1
313,Shell,programming,AM,2020,1
250,TypeScript,programming,AM,2020,1
214,C#,programming,AM,2020,1
183,C++,programming,AM,2020,1
171,Ruby,programming,AM,2020,1
141,Dockerfile,programming,AM,2020,1
130,Makefile,programming,AM,2020,1
121,TSQL,programming,AM,2020,1
116,C,programming,AM,2020,1
106,Kotlin,programming,AM,2020,1
193,HTML,markup,AO,2020,1
159,CSS,markup,AO,2020,1
184,JavaScript,programming,AO,2020,1
13063,HTML,markup,AR,2020,1
11029,CSS,markup,AR,2020,1
1016,Vue,markup,AR,2020,1
750,Jupyter Notebook,markup,AR,2020,1
333,TeX,markup,AR,2020,1
225,Roff,markup,AR,2020,1
11592,JavaScript,programming,AR,2020,1
3671,Python,programming,AR,2020,1
3407,Java,programming,AR,2020,1
3253,Shell,programming,AR,2020,1
2638,PHP,programming,AR,2020,1
2331,TypeScript,programming,AR,2020,1
1783,C#,programming,AR,2020,1
1689,Dockerfile,programming,AR,2020,1
1504,TSQL,programming,AR,2020,1
1482,Ruby,programming,AR,2020,1
1327,C,programming,AR,2020,1
1325,C++,programming,AR,2020,1
1255,Makefile,programming,AR,2020,1
841,Batchfile,programming,AR,2020,1
770,Objective-C,programming,AR,2020,1
709,Hack,programming,AR,2020,1
447,Go,programming,AR,2020,1
420,Kotlin,programming,AR,2020,1
348,PowerShell,programming,AR,2020,1
332,Swift,programming,AR,2020,1
293,CMake,programming,AR,2020,1
259,Perl,programming,AR,2020,1
251,R,programming,AR,2020,1
240,Vim Script,programming,AR,2020,1
229,Assembly,programming,AR,2020,1
218,CoffeeScript,programming,AR,2020,1
212,ShaderLab,programming,AR,2020,1
188,HLSL,programming,AR,2020,1
183,Dart,programming,AR,2020,1
182,Smarty,programming,AR,2020,1
179,Groovy,programming,AR,2020,1
173,XSLT,programming,AR,2020,1
168,PLpgSQL,programming,AR,2020,1
167,Starlark,programming,AR,2020,1
164,Smalltalk,programming,AR,2020,1
159,GLSL,programming,AR,2020,1
140,MATLAB,programming,AR,2020,1
132,Gherkin,programming,AR,2020,1
127,Scala,programming,AR,2020,1
122,Lua,programming,AR,2020,1
107,Haskell,programming,AR,2020,1
6167,HTML,markup,AT,2020,1
5104,CSS,markup,AT,2020,1
653,Jupyter Notebook,markup,AT,2020,1
514,TeX,markup,AT,2020,1
435,Roff,markup,AT,2020,1
421,Vue,markup,AT,2020,1
122,Rich Text Format,markup,AT,2020,1
5390,JavaScript,programming,AT,2020,1
4021,Shell,programming,AT,2020,1
3609,Python,programming,AT,2020,1
2726,Java,programming,AT,2020,1
1918,C++,programming,AT,2020,1
1916,Makefile,programming,AT,2020,1
1817,C,programming,AT,2020,1
1810,Dockerfile,programming,AT,2020,1
1543,TypeScript,programming,AT,2020,1
1426,C#,programming,AT,2020,1
1389,PHP,programming,AT,2020,1
1258,Batchfile,programming,AT,2020,1
1232,Ruby,programming,AT,2020,1
877,CMake,programming,AT,2020,1
830,Objective-C,programming,AT,2020,1
711,TSQL,programming,AT,2020,1
595,Perl,programming,AT,2020,1
479,Kotlin,programming,AT,2020,1
475,PowerShell,programming,AT,2020,1
430,Go,programming,AT,2020,1
409,R,programming,AT,2020,1
392,Assembly,programming,AT,2020,1
332,Swift,programming,AT,2020,1
324,Vim Script,programming,AT,2020,1
307,M4,programming,AT,2020,1
304,XSLT,programming,AT,2020,1
283,Groovy,programming,AT,2020,1
281,Lua,programming,AT,2020,1
255,GLSL,programming,AT,2020,1
238,Rust,programming,AT,2020,1
232,Smarty,programming,AT,2020,1
213,Hack,programming,AT,2020,1
181,MATLAB,programming,AT,2020,1
179,QMake,programming,AT,2020,1
174,Gherkin,programming,AT,2020,1
162,Emacs Lisp,programming,AT,2020,1
159,Awk,programming,AT,2020,1
156,ShaderLab,programming,AT,2020,1
151,HLSL,programming,AT,2020,1
150,Objective-C++,programming,AT,2020,1
145,PLpgSQL,programming,AT,2020,1
141,Yacc,programming,AT,2020,1
135,Scala,programming,AT,2020,1
122,Dart,programming,AT,2020,1
120,Smalltalk,programming,AT,2020,1
119,Lex,programming,AT,2020,1
113,Haskell,programming,AT,2020,1
112,Tcl,programming,AT,2020,1
111,PLSQL,programming,AT,2020,1
106,NSIS,programming,AT,2020,1
20825,HTML,markup,AU,2020,1
17199,CSS,markup,AU,2020,1
2279,Jupyter Notebook,markup,AU,2020,1
1115,Vue,markup,AU,2020,1
978,TeX,markup,AU,2020,1
934,Roff,markup,AU,2020,1
368,Rich Text Format,markup,AU,2020,1
129,Vim Snippet,markup,AU,2020,1
18365,JavaScript,programming,AU,2020,1
11210,Shell,programming,AU,2020,1
11184,Python,programming,AU,2020,1
5114,Dockerfile,programming,AU,2020,1
4854,Java,programming,AU,2020,1
4753,Ruby,programming,AU,2020,1
4627,Makefile,programming,AU,2020,1
4255,C#,programming,AU,2020,1
4106,C++,programming,AU,2020,1
4075,C,programming,AU,2020,1
3838,TypeScript,programming,AU,2020,1
3061,PHP,programming,AU,2020,1
2914,Batchfile,programming,AU,2020,1
2058,Objective-C,programming,AU,2020,1
1744,Go,programming,AU,2020,1
1715,PowerShell,programming,AU,2020,1
1520,TSQL,programming,AU,2020,1
1462,R,programming,AU,2020,1
1363,CMake,programming,AU,2020,1
1244,Perl,programming,AU,2020,1
1135,Vim Script,programming,AU,2020,1
904,Swift,programming,AU,2020,1
814,Assembly,programming,AU,2020,1
782,Kotlin,programming,AU,2020,1
681,Lua,programming,AU,2020,1
648,XSLT,programming,AU,2020,1
618,GLSL,programming,AU,2020,1
617,CoffeeScript,programming,AU,2020,1
609,MATLAB,programming,AU,2020,1
589,Rust,programming,AU,2020,1
585,Smarty,programming,AU,2020,1
572,ShaderLab,programming,AU,2020,1
563,M4,programming,AU,2020,1
549,Groovy,programming,AU,2020,1
531,HCL,programming,AU,2020,1
529,HLSL,programming,AU,2020,1
497,Gherkin,programming,AU,2020,1
481,Hack,programming,AU,2020,1
470,Emacs Lisp,programming,AU,2020,1
360,Dart,programming,AU,2020,1
350,Scala,programming,AU,2020,1
336,PLpgSQL,programming,AU,2020,1
320,Awk,programming,AU,2020,1
318,Haskell,programming,AU,2020,1
295,Starlark,programming,AU,2020,1
287,Objective-C++,programming,AU,2020,1
271,Yacc,programming,AU,2020,1
242,Smalltalk,programming,AU,2020,1
238,Fortran,programming,AU,2020,1
236,Nix,programming,AU,2020,1
232,PLSQL,programming,AU,2020,1
230,Lex,programming,AU,2020,1
221,QMake,programming,AU,2020,1
216,Scheme,programming,AU,2020,1
205,Pascal,programming,AU,2020,1
202,Tcl,programming,AU,2020,1
197,sed,programming,AU,2020,1
185,NSIS,programming,AU,2020,1
159,Clojure,programming,AU,2020,1
159,Elixir,programming,AU,2020,1
151,Cuda,programming,AU,2020,1
140,Raku,programming,AU,2020,1
139,Rebol,programming,AU,2020,1
138,F#,programming,AU,2020,1
137,Mathematica,programming,AU,2020,1
130,Inno Setup,programming,AU,2020,1
129,GDB,programming,AU,2020,1
128,Visual Basic .NET,programming,AU,2020,1
127,SQLPL,programming,AU,2020,1
125,Prolog,programming,AU,2020,1
124,Julia,programming,AU,2020,1
123,Mako,programming,AU,2020,1
122,Processing,programming,AU,2020,1
122,VBScript,programming,AU,2020,1
119,Common Lisp,programming,AU,2020,1
115,Puppet,programming,AU,2020,1
113,FreeMarker,programming,AU,2020,1
113,M,programming,AU,2020,1
112,Gnuplot,programming,AU,2020,1
110,DIGITAL Command Language,programming,AU,2020,1
107,AppleScript,programming,AU,2020,1
105,SWIG,programming,AU,2020,1
104,Erlang,programming,AU,2020,1
102,Elm,programming,AU,2020,1
101,ANTLR,programming,AU,2020,1
1104,HTML,markup,AZ,2020,1
918,CSS,markup,AZ,2020,1
870,JavaScript,programming,AZ,2020,1
347,Java,programming,AZ,2020,1
279,Python,programming,AZ,2020,1
267,C#,programming,AZ,2020,1
223,PHP,programming,AZ,2020,1
144,Shell,programming,AZ,2020,1
1577,HTML,markup,BA,2020,1
1335,CSS,markup,BA,2020,1
127,Vue,markup,BA,2020,1
1245,JavaScript,programming,BA,2020,1
516,Java,programming,BA,2020,1
344,PHP,programming,BA,2020,1
286,Python,programming,BA,2020,1
269,C#,programming,BA,2020,1
237,TypeScript,programming,BA,2020,1
211,Shell,programming,BA,2020,1
209,C++,programming,BA,2020,1
202,TSQL,programming,BA,2020,1
175,C,programming,BA,2020,1
117,Dockerfile,programming,BA,2020,1
116,Ruby,programming,BA,2020,1
105,Makefile,programming,BA,2020,1
10169,HTML,markup,BD,2020,1
8294,CSS,markup,BD,2020,1
1362,Vue,markup,BD,2020,1
732,Jupyter Notebook,markup,BD,2020,1
111,Roff,markup,BD,2020,1
7039,JavaScript,programming,BD,2020,1
3657,PHP,programming,BD,2020,1
3191,Java,programming,BD,2020,1
2628,Python,programming,BD,2020,1
1635,C++,programming,BD,2020,1
1406,Shell,programming,BD,2020,1
1248,Hack,programming,BD,2020,1
1182,TSQL,programming,BD,2020,1
1104,C,programming,BD,2020,1
1021,C#,programming,BD,2020,1
696,Ruby,programming,BD,2020,1
686,TypeScript,programming,BD,2020,1
533,Dockerfile,programming,BD,2020,1
526,Objective-C,programming,BD,2020,1
503,Kotlin,programming,BD,2020,1
458,Swift,programming,BD,2020,1
416,Batchfile,programming,BD,2020,1
402,Makefile,programming,BD,2020,1
337,PowerShell,programming,BD,2020,1
330,Dart,programming,BD,2020,1
180,Go,programming,BD,2020,1
144,Assembly,programming,BD,2020,1
140,CoffeeScript,programming,BD,2020,1
119,MATLAB,programming,BD,2020,1
112,Perl,programming,BD,2020,1
9120,HTML,markup,BE,2020,1
7822,CSS,markup,BE,2020,1
865,Jupyter Notebook,markup,BE,2020,1
635,Vue,markup,BE,2020,1
598,TeX,markup,BE,2020,1
394,Roff,markup,BE,2020,1
164,Rich Text Format,markup,BE,2020,1
7851,JavaScript,programming,BE,2020,1
4481,Shell,programming,BE,2020,1
4431,Python,programming,BE,2020,1
2682,Java,programming,BE,2020,1
2180,PHP,programming,BE,2020,1
2075,Makefile,programming,BE,2020,1
2074,Dockerfile,programming,BE,2020,1
1788,C++,programming,BE,2020,1
1773,C#,programming,BE,2020,1
1738,C,programming,BE,2020,1
1674,TypeScript,programming,BE,2020,1
1518,Ruby,programming,BE,2020,1
1150,Batchfile,programming,BE,2020,1
970,TSQL,programming,BE,2020,1
781,Objective-C,programming,BE,2020,1
646,CMake,programming,BE,2020,1
622,PowerShell,programming,BE,2020,1
539,Perl,programming,BE,2020,1
479,R,programming,BE,2020,1
452,Go,programming,BE,2020,1
422,Hack,programming,BE,2020,1
415,Vim Script,programming,BE,2020,1
408,Assembly,programming,BE,2020,1
392,Kotlin,programming,BE,2020,1
368,XSLT,programming,BE,2020,1
303,Swift,programming,BE,2020,1
279,Lua,programming,BE,2020,1
270,MATLAB,programming,BE,2020,1
268,Smarty,programming,BE,2020,1
244,Groovy,programming,BE,2020,1
243,M4,programming,BE,2020,1
220,Rust,programming,BE,2020,1
203,GLSL,programming,BE,2020,1
193,Gherkin,programming,BE,2020,1
186,Scala,programming,BE,2020,1
182,CoffeeScript,programming,BE,2020,1
173,Dart,programming,BE,2020,1
162,PLpgSQL,programming,BE,2020,1
158,ShaderLab,programming,BE,2020,1
145,HLSL,programming,BE,2020,1
145,Emacs Lisp,programming,BE,2020,1
132,Awk,programming,BE,2020,1
132,HCL,programming,BE,2020,1
124,Tcl,programming,BE,2020,1
123,Fortran,programming,BE,2020,1
111,Pascal,programming,BE,2020,1
110,PLSQL,programming,BE,2020,1
105,Elixir,programming,BE,2020,1
101,Yacc,programming,BE,2020,1
101,NSIS,programming,BE,2020,1
4901,HTML,markup,BG,2020,1
4151,CSS,markup,BG,2020,1
325,Vue,markup,BG,2020,1
178,Jupyter Notebook,markup,BG,2020,1
143,Roff,markup,BG,2020,1
4369,JavaScript,programming,BG,2020,1
1753,C#,programming,BG,2020,1
1627,Java,programming,BG,2020,1
1529,Shell,programming,BG,2020,1
1332,Python,programming,BG,2020,1
1019,TypeScript,programming,BG,2020,1
963,PHP,programming,BG,2020,1
937,C++,programming,BG,2020,1
726,Dockerfile,programming,BG,2020,1
655,C,programming,BG,2020,1
631,Ruby,programming,BG,2020,1
617,Makefile,programming,BG,2020,1
536,Batchfile,programming,BG,2020,1
522,TSQL,programming,BG,2020,1
319,Objective-C,programming,BG,2020,1
261,Go,programming,BG,2020,1
254,PowerShell,programming,BG,2020,1
235,CMake,programming,BG,2020,1
196,Hack,programming,BG,2020,1
169,Vim Script,programming,BG,2020,1
164,PLpgSQL,programming,BG,2020,1
153,Perl,programming,BG,2020,1
152,Swift,programming,BG,2020,1
146,Smarty,programming,BG,2020,1
146,Kotlin,programming,BG,2020,1
119,Assembly,programming,BG,2020,1
106,XSLT,programming,BG,2020,1
101,Lua,programming,BG,2020,1
124,HTML,markup,BH,2020,1
101,CSS,markup,BH,2020,1
152,HTML,markup,BJ,2020,1
119,CSS,markup,BJ,2020,1
114,JavaScript,programming,BJ,2020,1
1348,HTML,markup,BO,2020,1
1071,CSS,markup,BO,2020,1
193,Vue,markup,BO,2020,1
1111,JavaScript,programming,BO,2020,1
459,Java,programming,BO,2020,1
414,PHP,programming,BO,2020,1
347,TypeScript,programming,BO,2020,1
259,Python,programming,BO,2020,1
255,Shell,programming,BO,2020,1
240,C#,programming,BO,2020,1
228,TSQL,programming,BO,2020,1
125,Hack,programming,BO,2020,1
120,Ruby,programming,BO,2020,1
75302,HTML,markup,BR,2020,1
61471,CSS,markup,BR,2020,1
5174,Vue,markup,BR,2020,1
5101,Jupyter Notebook,markup,BR,2020,1
1441,TeX,markup,BR,2020,1
1172,Roff,markup,BR,2020,1
380,Rich Text Format,markup,BR,2020,1
197,Vim Snippet,markup,BR,2020,1
138,PostScript,markup,BR,2020,1
68469,JavaScript,programming,BR,2020,1
26831,Java,programming,BR,2020,1
23070,Python,programming,BR,2020,1
16512,Shell,programming,BR,2020,1
14127,PHP,programming,BR,2020,1
11999,TypeScript,programming,BR,2020,1
10816,C#,programming,BR,2020,1
10458,Ruby,programming,BR,2020,1
9905,Dockerfile,programming,BR,2020,1
8644,Objective-C,programming,BR,2020,1
7725,TSQL,programming,BR,2020,1
7415,C,programming,BR,2020,1
7240,C++,programming,BR,2020,1
6352,Makefile,programming,BR,2020,1
5208,Kotlin,programming,BR,2020,1
4399,Swift,programming,BR,2020,1
4186,Batchfile,programming,BR,2020,1
4014,Hack,programming,BR,2020,1
3688,Dart,programming,BR,2020,1
2858,Starlark,programming,BR,2020,1
2208,Go,programming,BR,2020,1
2147,PowerShell,programming,BR,2020,1
1612,CMake,programming,BR,2020,1
1588,R,programming,BR,2020,1
1533,Vim Script,programming,BR,2020,1
1204,Perl,programming,BR,2020,1
1123,Gherkin,programming,BR,2020,1
1123,Assembly,programming,BR,2020,1
963,CoffeeScript,programming,BR,2020,1
906,Lua,programming,BR,2020,1
882,ShaderLab,programming,BR,2020,1
799,HLSL,programming,BR,2020,1
741,MATLAB,programming,BR,2020,1
728,Smarty,programming,BR,2020,1
702,Pascal,programming,BR,2020,1
699,PLpgSQL,programming,BR,2020,1
653,Groovy,programming,BR,2020,1
637,XSLT,programming,BR,2020,1
614,PLSQL,programming,BR,2020,1
541,Rust,programming,BR,2020,1
526,HCL,programming,BR,2020,1
517,M4,programming,BR,2020,1
516,Elixir,programming,BR,2020,1
515,GLSL,programming,BR,2020,1
461,Emacs Lisp,programming,BR,2020,1
394,Scala,programming,BR,2020,1
393,Tcl,programming,BR,2020,1
378,QMake,programming,BR,2020,1
377,Clojure,programming,BR,2020,1
345,Haskell,programming,BR,2020,1
331,Lex,programming,BR,2020,1
330,Yacc,programming,BR,2020,1
321,Smalltalk,programming,BR,2020,1
315,Fortran,programming,BR,2020,1
298,SQLPL,programming,BR,2020,1
291,Mako,programming,BR,2020,1
284,GDScript,programming,BR,2020,1
276,Awk,programming,BR,2020,1
270,Objective-C++,programming,BR,2020,1
245,VBA,programming,BR,2020,1
238,VHDL,programming,BR,2020,1
225,GAP,programming,BR,2020,1
200,FreeMarker,programming,BR,2020,1
194,Processing,programming,BR,2020,1
188,sed,programming,BR,2020,1
187,Mathematica,programming,BR,2020,1
182,Visual Basic .NET,programming,BR,2020,1
176,Prolog,programming,BR,2020,1
173,Scheme,programming,BR,2020,1
167,Cuda,programming,BR,2020,1
157,Raku,programming,BR,2020,1
149,D,programming,BR,2020,1
147,VBScript,programming,BR,2020,1
146,Common Lisp,programming,BR,2020,1
145,M,programming,BR,2020,1
143,QML,programming,BR,2020,1
141,NSIS,programming,BR,2020,1
140,Scilab,programming,BR,2020,1
137,ANTLR,programming,BR,2020,1
134,Inno Setup,programming,BR,2020,1
133,Verilog,programming,BR,2020,1
133,Gnuplot,programming,BR,2020,1
130,GDB,programming,BR,2020,1
126,Rebol,programming,BR,2020,1
126,PureBasic,programming,BR,2020,1
125,Julia,programming,BR,2020,1
117,SWIG,programming,BR,2020,1
116,Standard ML,programming,BR,2020,1
115,F#,programming,BR,2020,1
113,Puppet,programming,BR,2020,1
111,Erlang,programming,BR,2020,1
107,Forth,programming,BR,2020,1
104,xBase,programming,BR,2020,1
101,DIGITAL Command Language,programming,BR,2020,1
9933,HTML,markup,BY,2020,1
8355,CSS,markup,BY,2020,1
441,Vue,markup,BY,2020,1
220,Jupyter Notebook,markup,BY,2020,1
153,Roff,markup,BY,2020,1
102,TeX,markup,BY,2020,1
8435,JavaScript,programming,BY,2020,1
4165,Java,programming,BY,2020,1
2327,Python,programming,BY,2020,1
2156,Shell,programming,BY,2020,1
2126,C#,programming,BY,2020,1
1524,TypeScript,programming,BY,2020,1
1386,PHP,programming,BY,2020,1
1287,C++,programming,BY,2020,1
1261,Dockerfile,programming,BY,2020,1
1191,Ruby,programming,BY,2020,1
942,C,programming,BY,2020,1
897,Makefile,programming,BY,2020,1
884,TSQL,programming,BY,2020,1
798,Batchfile,programming,BY,2020,1
637,Kotlin,programming,BY,2020,1
618,Objective-C,programming,BY,2020,1
457,Swift,programming,BY,2020,1
394,Go,programming,BY,2020,1
369,CMake,programming,BY,2020,1
355,PowerShell,programming,BY,2020,1
220,Hack,programming,BY,2020,1
197,Groovy,programming,BY,2020,1
196,Assembly,programming,BY,2020,1
173,Smarty,programming,BY,2020,1
168,Perl,programming,BY,2020,1
167,Gherkin,programming,BY,2020,1
140,QMake,programming,BY,2020,1
132,XSLT,programming,BY,2020,1
127,Vim Script,programming,BY,2020,1
125,PLpgSQL,programming,BY,2020,1
119,Lua,programming,BY,2020,1
109,GLSL,programming,BY,2020,1
108,CoffeeScript,programming,BY,2020,1
105,Scala,programming,BY,2020,1
102,ShaderLab,programming,BY,2020,1
51274,HTML,markup,CA,2020,1
42964,CSS,markup,CA,2020,1
6802,Jupyter Notebook,markup,CA,2020,1
2416,Vue,markup,CA,2020,1
2407,TeX,markup,CA,2020,1
1873,Roff,markup,CA,2020,1
854,Rich Text Format,markup,CA,2020,1
260,PostScript,markup,CA,2020,1
218,Vim Snippet,markup,CA,2020,1
122,Liquid,markup,CA,2020,1
44210,JavaScript,programming,CA,2020,1
28919,Python,programming,CA,2020,1
21380,Shell,programming,CA,2020,1
17635,Java,programming,CA,2020,1
11702,C++,programming,CA,2020,1
10113,Makefile,programming,CA,2020,1
9996,C,programming,CA,2020,1
9549,Ruby,programming,CA,2020,1
9334,Dockerfile,programming,CA,2020,1
8961,C#,programming,CA,2020,1
7621,TypeScript,programming,CA,2020,1
7173,PHP,programming,CA,2020,1
5700,Batchfile,programming,CA,2020,1
4931,Objective-C,programming,CA,2020,1
3961,TSQL,programming,CA,2020,1
3515,CMake,programming,CA,2020,1
3113,Go,programming,CA,2020,1
2956,PowerShell,programming,CA,2020,1
2856,R,programming,CA,2020,1
2689,Swift,programming,CA,2020,1
2405,Perl,programming,CA,2020,1
2107,ShaderLab,programming,CA,2020,1
2105,Assembly,programming,CA,2020,1
2030,Vim Script,programming,CA,2020,1
1946,Kotlin,programming,CA,2020,1
1939,HLSL,programming,CA,2020,1
1638,MATLAB,programming,CA,2020,1
1486,GLSL,programming,CA,2020,1
1465,Hack,programming,CA,2020,1
1453,Lua,programming,CA,2020,1
1273,Smarty,programming,CA,2020,1
1267,Groovy,programming,CA,2020,1
1200,XSLT,programming,CA,2020,1
1166,CoffeeScript,programming,CA,2020,1
1144,M4,programming,CA,2020,1
1134,Rust,programming,CA,2020,1
933,Emacs Lisp,programming,CA,2020,1
866,Dart,programming,CA,2020,1
860,Objective-C++,programming,CA,2020,1
804,HCL,programming,CA,2020,1
791,Starlark,programming,CA,2020,1
785,PLpgSQL,programming,CA,2020,1
739,Gherkin,programming,CA,2020,1
719,Scala,programming,CA,2020,1
674,Awk,programming,CA,2020,1
623,Smalltalk,programming,CA,2020,1
595,Tcl,programming,CA,2020,1
551,Yacc,programming,CA,2020,1
551,QMake,programming,CA,2020,1
544,Fortran,programming,CA,2020,1
498,PLSQL,programming,CA,2020,1
488,Processing,programming,CA,2020,1
466,Pascal,programming,CA,2020,1
462,sed,programming,CA,2020,1
457,Haskell,programming,CA,2020,1
448,Mako,programming,CA,2020,1
438,Mathematica,programming,CA,2020,1
435,Cuda,programming,CA,2020,1
420,Lex,programming,CA,2020,1
395,Scheme,programming,CA,2020,1
380,Elixir,programming,CA,2020,1
337,Verilog,programming,CA,2020,1
321,NSIS,programming,CA,2020,1
319,FreeMarker,programming,CA,2020,1
316,Raku,programming,CA,2020,1
313,Clojure,programming,CA,2020,1
310,GDB,programming,CA,2020,1
310,Nix,programming,CA,2020,1
306,Julia,programming,CA,2020,1
295,SQLPL,programming,CA,2020,1
288,Common Lisp,programming,CA,2020,1
286,M,programming,CA,2020,1
277,GAP,programming,CA,2020,1
262,Pawn,programming,CA,2020,1
249,VBScript,programming,CA,2020,1
249,Inno Setup,programming,CA,2020,1
223,ANTLR,programming,CA,2020,1
222,Visual Basic .NET,programming,CA,2020,1
219,AppleScript,programming,CA,2020,1
217,SWIG,programming,CA,2020,1
217,D,programming,CA,2020,1
217,Prolog,programming,CA,2020,1
216,DIGITAL Command Language,programming,CA,2020,1
210,Rebol,programming,CA,2020,1
202,GDScript,programming,CA,2020,1
197,VHDL,programming,CA,2020,1
194,DTrace,programming,CA,2020,1
194,Standard ML,programming,CA,2020,1
188,Erlang,programming,CA,2020,1
183,Meson,programming,CA,2020,1
177,Forth,programming,CA,2020,1
156,QML,programming,CA,2020,1
150,OCaml,programming,CA,2020,1
148,VBA,programming,CA,2020,1
148,F#,programming,CA,2020,1
145,LLVM,programming,CA,2020,1
144,Scilab,programming,CA,2020,1
142,Stata,programming,CA,2020,1
140,Gnuplot,programming,CA,2020,1
139,Elm,programming,CA,2020,1
135,SystemVerilog,programming,CA,2020,1
134,Coq,programming,CA,2020,1
130,Logos,programming,CA,2020,1
125,AutoHotkey,programming,CA,2020,1
120,NASL,programming,CA,2020,1
119,Puppet,programming,CA,2020,1
115,SAS,programming,CA,2020,1
111,Objective-J,programming,CA,2020,1
109,XS,programming,CA,2020,1
108,SuperCollider,programming,CA,2020,1
106,SourcePawn,programming,CA,2020,1
106,UnrealScript,programming,CA,2020,1
197,HTML,markup,CD,2020,1
181,CSS,markup,CD,2020,1
162,JavaScript,programming,CD,2020,1
10397,HTML,markup,CH,2020,1
8735,CSS,markup,CH,2020,1
2151,Jupyter Notebook,markup,CH,2020,1
1352,TeX,markup,CH,2020,1
850,Roff,markup,CH,2020,1
708,Vue,markup,CH,2020,1
197,Rich Text Format,markup,CH,2020,1
129,PostScript,markup,CH,2020,1
8916,JavaScript,programming,CH,2020,1
7975,Python,programming,CH,2020,1
7857,Shell,programming,CH,2020,1
3822,Makefile,programming,CH,2020,1
3756,Java,programming,CH,2020,1
3533,C++,programming,CH,2020,1
3518,Dockerfile,programming,CH,2020,1
3175,C,programming,CH,2020,1
2388,PHP,programming,CH,2020,1
2321,Ruby,programming,CH,2020,1
2049,TypeScript,programming,CH,2020,1
1879,Batchfile,programming,CH,2020,1
1708,CMake,programming,CH,2020,1
1637,C#,programming,CH,2020,1
1411,Objective-C,programming,CH,2020,1
1273,Perl,programming,CH,2020,1
1253,TSQL,programming,CH,2020,1
1100,R,programming,CH,2020,1
1069,Go,programming,CH,2020,1
865,PowerShell,programming,CH,2020,1
762,Assembly,programming,CH,2020,1
675,Vim Script,programming,CH,2020,1
637,XSLT,programming,CH,2020,1
631,MATLAB,programming,CH,2020,1
565,Smarty,programming,CH,2020,1
564,M4,programming,CH,2020,1
533,Groovy,programming,CH,2020,1
528,Lua,programming,CH,2020,1
493,Kotlin,programming,CH,2020,1
437,Scala,programming,CH,2020,1
411,Rust,programming,CH,2020,1
410,Emacs Lisp,programming,CH,2020,1
407,Fortran,programming,CH,2020,1
394,Swift,programming,CH,2020,1
382,Hack,programming,CH,2020,1
347,Awk,programming,CH,2020,1
344,Cuda,programming,CH,2020,1
332,Tcl,programming,CH,2020,1
318,GLSL,programming,CH,2020,1
284,QMake,programming,CH,2020,1
281,PLpgSQL,programming,CH,2020,1
266,PLSQL,programming,CH,2020,1
258,CoffeeScript,programming,CH,2020,1
255,Gherkin,programming,CH,2020,1
250,Objective-C++,programming,CH,2020,1
243,Yacc,programming,CH,2020,1
223,HCL,programming,CH,2020,1
218,sed,programming,CH,2020,1
214,Pascal,programming,CH,2020,1
207,Haskell,programming,CH,2020,1
206,Starlark,programming,CH,2020,1
205,Lex,programming,CH,2020,1
191,Gnuplot,programming,CH,2020,1
185,SQLPL,programming,CH,2020,1
182,Nix,programming,CH,2020,1
172,ShaderLab,programming,CH,2020,1
166,Dart,programming,CH,2020,1
159,HLSL,programming,CH,2020,1
159,M,programming,CH,2020,1
159,GDB,programming,CH,2020,1
158,Scheme,programming,CH,2020,1
157,VHDL,programming,CH,2020,1
154,Mako,programming,CH,2020,1
149,NSIS,programming,CH,2020,1
145,Raku,programming,CH,2020,1
137,SWIG,programming,CH,2020,1
134,Rebol,programming,CH,2020,1
133,Clojure,programming,CH,2020,1
130,Smalltalk,programming,CH,2020,1
125,Common Lisp,programming,CH,2020,1
120,Mathematica,programming,CH,2020,1
113,Forth,programming,CH,2020,1
109,Prolog,programming,CH,2020,1
410,HTML,markup,CI,2020,1
314,CSS,markup,CI,2020,1
310,JavaScript,programming,CI,2020,1
197,PHP,programming,CI,2020,1
